;_id;news_title;first_crypto;second_crypto;third_crypto;source;news_link;publication_date;pos_votes;neg_votes;imp_votes;com_votes;like_votes;dislike_votes;lol_votes;save_votes
0;14674601;11 Biggest DeFi Hacks and Heists;;;;decrypt.co;https://cryptopanic.com/news/14674601/11-Biggest-DeFi-Hacks-and-Heists;2022.03.24;;;;;;;;
1;14674590;El Salvador’s Bukele Shoots Down FUD on Bitcoin Bond, Takes Issue With U.S. Lawmakers;BTC;;;coindesk.com;https://cryptopanic.com/news/14674590/El-Salvadors-Bukele-Shoots-Down-FUD-on-Bitcoin-Bond-Takes-Issue-With-US-Lawmakers;2022.03.24;1;;1;;;;;
2;14674574;Bitcoin Crosses $44,000;BTC;;;trustnodes.com;https://cryptopanic.com/news/14674574/Bitcoin-Crosses-44000;2022.03.24;3;;;1;3;;;1
3;14674540;Сальвадор отложил выпуск биткоин-облигаций;;;;forklog.com;https://cryptopanic.com/news/14674540/-;2022.03.24;;;;;;;;
4;14674545;Goldman Sachs survey shows 60% of surveyed clients expect to increase crypto holdings;BTC;;;theblockcrypto.com;https://cryptopanic.com/news/14674545/Goldman-Sachs-survey-shows-60-of-surveyed-clients-expect-to-increase-crypto-holdings;2022.03.24;1;;1;;1;;1;1
5;14674538;UK FCA Issues AML Compliance and Risk Obligation Reminder to Crypto Firms;;;;ethereumworldnews.com;https://cryptopanic.com/news/14674538/UK-FCA-Issues-AML-Compliance-and-Risk-Obligation-Reminder-to-Crypto-Firms;2022.03.24;;;;;;;;
6;14674532;Meet the Libertarian Bitcoiner Considering a Run for New Hampshire’s Senate Seat;;;;coindesk.com;https://cryptopanic.com/news/14674532/Meet-the-Libertarian-Bitcoiner-Considering-a-Run-for-New-Hampshires-Senate-Seat;2022.03.24;1;;;;1;;;
7;14674531;Here’s The New Adoption That Caused Dogecoin To Surge;BTC;DOGE;;bitcoinist.com;https://cryptopanic.com/news/14674531/Heres-The-New-Adoption-That-Caused-Dogecoin-To-Surge;2022.03.24;2;;1;;2;;;1
8;14674533;Diplo Joins Nas With NFT Drop on Tokenized Royalties Platform Royal;;;;coindesk.com;https://cryptopanic.com/news/14674533/Diplo-Joins-Nas-With-NFT-Drop-on-Tokenized-Royalties-Platform-Royal;2022.03.24;;;;;;;;
9;14674493;Ethereum (ETH) Disappearing From Exchanges As ETH 2.0 Deposits Accelerate: Santiment;ETH;;;dailyhodl.com;https://cryptopanic.com/news/14674493/Ethereum-ETH-Disappearing-From-Exchanges-As-ETH-20-Deposits-Accelerate-Santiment;2022.03.24;2;;;;;;;1
10;14674479;Making MakerDAO Matter Again;;;;coindesk.com;https://cryptopanic.com/news/14674479/Making-MakerDAO-Matter-Again;2022.03.24;;;;;;;;
11;14674453;Avalanche Summit: How Will NFTs Evolve?;AVAX;;;blockworks.co;https://cryptopanic.com/news/14674453/Avalanche-Summit-How-Will-NFTs-Evolve;2022.03.24;1;;1;;1;;;
12;14674454;Dogecoin Leaps to 1-Month High as ATM Operator Adds to Crypto Lineup;BTC;DOGE;;coindesk.com;https://cryptopanic.com/news/14674454/Dogecoin-Leaps-to-1-Month-High-as-ATM-Operator-Adds-to-Crypto-Lineup;2022.03.24;2;;;;2;;;
