;_id;news_title;first_crypto;second_crypto;third_crypto;source;news_link;publication_date;pos_votes;neg_votes;imp_votes;com_votes;like_votes;dislike_votes;lol_votes;save_votes
0;14662235;UK, US Regulators Call for ‘High Levels’ of Global Collaboration in Overseeing DeFi;;;;coindesk.com;https://cryptopanic.com/news/14662235/UK-US-Regulators-Call-for-High-Levels-of-Global-Collaboration-in-Overseeing-DeFi;2022.03.23;;;;;;;;
1;14662192;SoftBank Messaging Giant To Launch NFT Marketplace in Japan;;;;blockworks.co;https://cryptopanic.com/news/14662192/SoftBank-Messaging-Giant-To-Launch-NFT-Marketplace-in-Japan;2022.03.23;1;;1;;1;;;
2;14662191;Robinhood запустила дебетовые карты с возможностью получения кешбэка в криптовалюте;;;;bitnovosti.com;https://cryptopanic.com/news/14662191/Robinhood;2022.03.23;;;;;;;;
3;14662193;The Rise of Illegal Crypto Mining Hijackers – And Big Tech’s Response;;;;coindesk.com;https://cryptopanic.com/news/14662193/The-Rise-of-Illegal-Crypto-Mining-Hijackers-And-Big-Techs-Response;2022.03.23;1;;;;;;;
4;14662195;Could 2022 Beat Last Year’s Crypto Merger Milestone?;;;;bitcoinist.com;https://cryptopanic.com/news/14662195/Could-2022-Beat-Last-Years-Crypto-Merger-Milestone;2022.03.23;;;;;;;;
5;14662202;What This Pattern Spells For Ethereum In The Coming Weeks, Pullback In The Cards?;BTC;ETH;;newsbtc.com;https://cryptopanic.com/news/14662202/What-This-Pattern-Spells-For-Ethereum-In-The-Coming-Weeks-Pullback-In-The-Cards;2022.03.23;;;;;;;;
6;14662194;SportsIcon to Open Metaverse Where Athletes Can Interact With Fans;;;;coindesk.com;https://cryptopanic.com/news/14662194/SportsIcon-to-Open-Metaverse-Where-Athletes-Can-Interact-With-Fans;2022.03.23;;;;;1;;;
7;14662141;Young Ukrainian escapes war with USB stick holding 40% of his life savings in crypto;BTC;;;finbold.com;https://cryptopanic.com/news/14662141/Young-Ukrainian-escapes-war-with-USB-stick-holding-40-of-his-life-savings-in-crypto;2022.03.23;2;;1;;6;;1;
8;14662245;Cardano Developers Successfully Finish Critical Network Update As ADA Bounces;ADA;;;dailyhodl.com;https://cryptopanic.com/news/14662245/Cardano-Developers-Successfully-Finish-Critical-Network-Update-As-ADA-Bounces;2022.03.23;;;;;;;;
9;14662139;Регулятор Таиланда запретил проводить платежи в цифровых активах: подробности;;;;coinspot.io;https://cryptopanic.com/news/14662139/post-14662139;2022.03.23;;;;;;;;
