;_id;news_title;first_crypto;second_crypto;third_crypto;source;news_link;publication_date;pos_votes;neg_votes;imp_votes;com_votes;like_votes;dislike_votes;lol_votes;save_votes
0;14763241;Does the Metaverse Need a Free Trade Agreement?;;;;coindesk.com;https://cryptopanic.com/news/14763241/Does-the-Metaverse-Need-a-Free-Trade-Agreement;2022.04.01;;;;;;;;
1;14763243;Платформа для создания сайтов внедрит поддержку NFT без необходимости писать код;;;;forklog.com;https://cryptopanic.com/news/14763243/NFT;2022.04.01;;;;;;;;
2;14763242;Just 2 million Bitcoin left: Bitcoin hits the 19 million milestone;BTC;;;cointelegraph.com;https://cryptopanic.com/news/14763242/Just-2-million-Bitcoin-left-Bitcoin-hits-the-19-million-milestone;2022.04.01;;;;;2;;;
3;14763206;NFT Whale Who Ditched Auction of 104 CryptoPunks Lands $8M Loan;;;;blockworks.co;https://cryptopanic.com/news/14763206/NFT-Whale-Who-Ditched-Auction-of-104-CryptoPunks-Lands-8M-Loan;2022.04.01;;;;;;;;
4;14763218;Crypto Firm Socios.com Announces Partnership With Football Star Lionel Messi;BTC;;;newsbtc.com;https://cryptopanic.com/news/14763218/Crypto-Firm-Socioscom-Announces-Partnership-With-Football-Star-Lionel-Messi;2022.04.01;;;;;;;;
5;14763207;Legendary Rapper Snoop Dogg To Launch NFT Collection On Cardano;ADA;;;bitcoinist.com;https://cryptopanic.com/news/14763207/Legendary-Rapper-Snoop-Dogg-To-Launch-NFT-Collection-On-Cardano;2022.04.01;2;;;;1;;;
6;14763182;Capture the Latest Opportunity: How ViaBTC Capital Picks the Promising GameFi Projects;AR;GMT;;newsbtc.com;https://cryptopanic.com/news/14763182/Capture-the-Latest-Opportunity-How-ViaBTC-Capital-Picks-the-Promising-GameFi-Projects;2022.04.01;;;;;;;;
7;14763161;Восстановление крипторынка: катализаторы и перспективы;ETH;LUNA;;bitnovosti.com;https://cryptopanic.com/news/14763161/post-14763161;2022.04.01;;;;;;;;
8;14763240;"Turkish Prosecutor Seeks 40,000+ Years in Prison for Thodex Rugpull; Founder Still Missing";;;;beincrypto.com;https://cryptopanic.com/news/14763240/Turkish-Prosecutor-Seeks-40000-Years-in-Prison-for-Thodex-Rugpull-Founder-Still-Missing;2022.04.01;;;;;;;;
9;14763141;В сети биткоина добыта юбилейная 19-миллионная монета;;;;forklog.com;https://cryptopanic.com/news/14763141/19-;2022.04.01;;;;;;;;
10;14763146;Terra's UST Criticized by Peter Schiff, Here's Why;BTC;UST;;u.today;https://cryptopanic.com/news/14763146/Terras-UST-Criticized-by-Peter-Schiff-Heres-Why;2022.04.01;;;;1;;;;
11;14763118;Solana Surpasses $1.5 Billion Worth of NFT Transactions;ETH;SOL;;u.today;https://cryptopanic.com/news/14763118/Solana-Surpasses-15-Billion-Worth-of-NFT-Transactions;2022.04.01;6;;2;;7;;;
