;_id;news_title;first_crypto;second_crypto;third_crypto;source;news_link;publication_date;pos_votes;neg_votes;imp_votes;com_votes;like_votes;dislike_votes;lol_votes;save_votes
0;14630691;This Week on Crypto Twitter: Elon Musk's Diamond Hands, Tom Brady Responds to Vitalik;;;;decrypt.co;https://cryptopanic.com/news/14630691/This-Week-on-Crypto-Twitter-Elon-Musks-Diamond-Hands-Tom-Brady-Responds-to-Vitalik;2022.03.20;2;;;;;;;
1;14630675;Inside the blockchain developers’ mind: How to avoid development hell;;;;cointelegraph.com;https://cryptopanic.com/news/14630675/Inside-the-blockchain-developers-mind-How-to-avoid-development-hell;2022.03.20;;;1;1;1;;;1
2;14630674;Hoskinson Promises Solana-Like Performance for Cardano;ADA;;;beincrypto.com;https://cryptopanic.com/news/14630674/Hoskinson-Promises-Solana-Like-Performance-for-Cardano;2022.03.20;2;1;;1;1;1;1;
3;14630679;Bitcoin (BTC) Supply on Crypto Exchanges Drops to Three-Year Lows, According to Analytics Firm;BTC;ETH;;dailyhodl.com;https://cryptopanic.com/news/14630679/Bitcoin-BTC-Supply-on-Crypto-Exchanges-Drops-to-Three-Year-Lows-According-to-Analytics-Firm;2022.03.20;1;;;;;;;
4;14630608;Ethereum's Vitalik Buterin Comes with New Sharding Proposal: What is EIP-4844?;ETH;;;u.today;https://cryptopanic.com/news/14630608/Ethereums-Vitalik-Buterin-Comes-with-New-Sharding-Proposal-What-is-EIP-4844;2022.03.20;2;;1;1;2;;1;
5;14630564;Cardano (ADA) Ready to Surpass Ethereum's Optimism: Community;ADA;;;u.today;https://cryptopanic.com/news/14630564/Cardano-ADA-Ready-to-Surpass-Ethereums-Optimism-Community;2022.03.20;6;2;3;10;6;2;1;
6;14630561;VC Roundup: NFTs, crypto mortgages, 5G network and Web3 devs raise millions;;;;cointelegraph.com;https://cryptopanic.com/news/14630561/VC-Roundup-NFTs-crypto-mortgages-5G-network-and-Web3-devs-raise-millions;2022.03.20;1;;1;;1;;;
7;14630542;Australia gears for a major move on regulating cryptocurrencies;BTC;;;finbold.com;https://cryptopanic.com/news/14630542/Australia-gears-for-a-major-move-on-regulating-cryptocurrencies;2022.03.20;9;2;5;;3;3;3;2
8;14630560;OKX Surpassed Coinbase By More Than $500 Billion in Volume in February;;;;beincrypto.com;https://cryptopanic.com/news/14630560/OKX-Surpassed-Coinbase-By-More-Than-500-Billion-in-Volume-in-February;2022.03.20;1;;1;;;;;
9;14630480;Cardano, its whales, and what they can do to push it to $1;ADA;;;;https://cryptopanic.com/news/14630480/Cardano-its-whales-and-what-they-can-do-to-push-it-to-1;2022.03.20;9;4;7;9;11;3;1;2
10;14630430;$1.8 Billion Worth of Crypto Leaves Market as Bitcoin Breaks Through Resistance;BTC;;;u.today;https://cryptopanic.com/news/14630430/18-Billion-Worth-of-Crypto-Leaves-Market-as-Bitcoin-Breaks-Through-Resistance;2022.03.20;3;1;;1;;;;
11;14630410;DOGE Marketcap Increases by $600 Million as Coin Rallies by 10%;DOGE;;;u.today;https://cryptopanic.com/news/14630410/DOGE-Marketcap-Increases-by-600-Million-as-Coin-Rallies-by-10;2022.03.20;;;;;;;;
12;14630407;Revisiting Bitcoin’s Energy ‘Problem’ in the Face of ESG Investment Mandates;;;;coindesk.com;https://cryptopanic.com/news/14630407/Revisiting-Bitcoins-Energy-Problem-in-the-Face-of-ESG-Investment-Mandates;2022.03.20;;;1;;1;;;1
13;14630394;'The Days of Crypto Being Off of DC's Menu Are Very Quickly Coming to an End': Andrew Yang;;;;decrypt.co;https://cryptopanic.com/news/14630394/The-Days-of-Crypto-Being-Off-of-DCs-Menu-Are-Very-Quickly-Coming-to-an-End-Andrew-Yang;2022.03.20;;;;;;;;
14;14630442;Fidelity Executive Says Crypto Markets Forming Setup Identical to Commodities Boom of 1990s;BTC;;;dailyhodl.com;https://cryptopanic.com/news/14630442/Fidelity-Executive-Says-Crypto-Markets-Forming-Setup-Identical-to-Commodities-Boom-of-1990s;2022.03.20;2;;2;;2;;;
15;14630393;DBS Bank Chief Favors Regulating Crypto;;;;beincrypto.com;https://cryptopanic.com/news/14630393/DBS-Bank-Chief-Favors-Regulating-Crypto;2022.03.20;1;1;;;1;1;1;
16;14630364;Dapper Labs and Flow Fdn. Dedicate $10M to Drive Web3 Gaming;FLOW;;;ethereumworldnews.com;https://cryptopanic.com/news/14630364/Dapper-Labs-and-Flow-Fdn-Dedicate-10M-to-Drive-Web3-Gaming;2022.03.20;;;;;;;;
17;14630342;6 Questions for John deVadoss of Neo and the Global Blockchain Business Council;NEO;;;;https://cryptopanic.com/news/14630342/6-Questions-for-John-deVadoss-of-Neo-and-the-Global-Blockchain-Business-Council;2022.03.20;;;;;;;;
18;14630317;Bitcoin eyes highest weekly close since early February as BTC price hovers under $42K;BTC;;;cointelegraph.com;https://cryptopanic.com/news/14630317/Bitcoin-eyes-highest-weekly-close-since-early-February-as-BTC-price-hovers-under-42K;2022.03.20;2;;1;;2;;;
19;14630316;Metametaverse Raises $2 Million To Build An Interoperable Metaverse – Confused? Don’t Be;ETH;;;bitcoinist.com;https://cryptopanic.com/news/14630316/Metametaverse-Raises-2-Million-To-Build-An-Interoperable-Metaverse-Confused-Dont-Be;2022.03.20;2;;1;;1;;;
20;14630305;Безрисковая ставка биткойна;;;;bitnovosti.com;https://cryptopanic.com/news/14630305/post-14630305;2022.03.20;;;;;;;;
